,0,1,2,3,4,5,6,7,8,9,10
0,SelfRegulationSCP2,0.5388888888888889,0.5388888888888889,0.5,0.5111111111111111,0.4888888888888889,0.5,0.4666666666666667,0.5111111111111111,0.5222222222222223,0.5111111111111111
1,StandWalkJump,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
2,UWaveGestureLibrary,0.88125,0.88125,0.871875,0.85625,0.903125,0.903125,0.909375,0.90625,0.90625,0.915625
